parcel_id,lnd_street_frontage,lnd_depth,lnd_site_index,lnd_pricing_code,lnd_assess_val,lnd_line_num,lnd_bldg_num,lnd_occ_desc,lnd_occ_code,lnd_type
90-49,,,,,69800.00,1,1,ONE FAM,,
90-50,,,,,67800.00,1,1,ONE FAM,,
90-51,,,,,70800.00,1,1,ONE FAM,,
90-52,,,,,66800.00,1,1,MOBIL HM,,
90-53,,,,,68800.00,1,1,ONE FAM,,
90-54,,,,,33400.00,1,1,CONDO,,
90-54-100,,,,,33400.00,1,1,CONDO,,
90-55,,,,,69300.00,1,1,ONE FAM,,
90-56,,,,,69300.00,1,1,ONE FAM,,
90-57,,,,,72400.00,1,1,ONE FAM,,
90-58,,,,,71700.00,1,1,2 FAMILY,,
90-59,,,,,,1,2,CHARITABLE,,
90-59,,,,,,1,3,CHARITABLE,,
90-59,,,,,,1,4,CHARITABLE,,
90-59,,,,,,1,5,CHARITABLE,,
90-59,,,,,,1,6,CHARITABLE,,
90-59,,,,,,1,7,CHARITABLE,,
90-59,,,,,662600.00,2,1,CHARITABLE,,
90-59,,,,,2491900.00,1,1,CHARITABLE,,
90-59-70300,,,,,274900.00,1,1,POTNLDEV,,
90-59-70400,,,,,,1,1,HOSPITAL,,
90-60,,,,,71400.00,1,1,RES LAND,,
91-1,,,,,78900.00,1,1,ONE FAM,,
91-2,,,,,66800.00,1,1,ONE FAM,,
91-3,,,,,68800.00,1,1,ONE FAM,,
91-4,,,,,70900.00,1,1,APT 4-8,,
91-5,,,,,67300.00,1,1,ONE FAM,,
91-6,,,,,97100.00,1,1,ONE FAM,,
91-7,,,,,92100.00,1,1,ONE FAM,,
91-8,,,,,96100.00,1,1,ONE FAM,,
91-9,,,,,97100.00,1,1,ONE FAM,,
91-10,,,,,99100.00,1,1,ONE FAM,,
91-11,,,,,85500.00,1,1,ONE FAM,,
91-12,,,,,85500.00,1,1,ONE FAM,,
91-13,,,,,100100.00,1,1,ONE FAM,,
91-14,,,,,95100.00,1,1,2 FAMILY,,
91-15,,,,,100100.00,1,1,ONE FAM,,
91-16,,,,,102100.00,1,1,ONE FAM,,
91-17,,,,,105000.00,1,1,ONE FAM,,
91-18,,,,,90100.00,1,1,ONE FAM,,
91-19,,,,,91400.00,1,1,ONE FAM,,
91-20,,,,,89400.00,1,1,ONE FAM,,
91-21,,,,,91400.00,1,1,2 FAMILY,,
91-22,,,,,102100.00,1,1,ONE FAM,,
91-23,,,,,109700.00,1,1,2 FAMILY,,
91-24,,,,,104500.00,1,1,ONE FAM,,
91-25,,,,,89400.00,1,1,ONE FAM,,
91-26,,,,,115000.00,1,1,ONE FAM,,
91-27,,,,,118800.00,1,1,ONE FAM,,
91-28,,,,,114400.00,1,1,ONE FAM,,
91-29,,,,,91400.00,1,1,ONE FAM,,
91-30,,,,,98100.00,1,1,ONE FAM,,
91-31,,,,,88100.00,1,1,ONE FAM,,
91-32,,,,,88100.00,1,1,3 FAMILY,,
91-33,,,,,88100.00,1,1,ONE FAM,,
91-34,,,,,95100.00,1,1,ONE FAM,,
91-35,,,,,95100.00,1,1,ONE FAM,,
91-36,,,,,92100.00,1,1,ONE FAM,,
91-37,,,,,103900.00,1,1,ONE FAM,,
91-38,,,,,90100.00,1,1,ONE FAM,,
91-39,,,,,103100.00,1,1,ONE FAM,,
91-40,,,,,88100.00,1,1,ONE FAM,,
91-41,,,,,90100.00,1,1,ONE FAM,,
91-42,,,,,93100.00,1,1,ONE FAM,,
91-43,,,,,88800.00,1,1,ONE FAM,,
91-44,,,,,107400.00,1,1,ONE FAM,,
91-45,,,,,101100.00,1,1,ONE FAM,,
91-45-100,,,,,95100.00,1,1,ONE FAM,,
91-46,,,,,92100.00,1,1,ONE FAM,,
91-47,,,,,96400.00,1,1,ONE FAM,,
91-48,,,,,99100.00,1,1,ONE FAM,,
91-49,,,,,99100.00,1,1,3 FAMILY,,
91-50,,,,,81200.00,1,1,ONE FAM,,
91-51,,,,,105600.00,1,1,ONE FAM,,
91-52,,,,,104500.00,1,1,ONE FAM,,
91-53,,,,,63300.00,1,1,UNDEV,,
91-54,,,,,102100.00,1,1,ONE FAM,,
91-55,,,,,91400.00,1,1,ONE FAM,,
91-56,,,,,87500.00,1,1,3 FAMILY,,
91-57,,,,,87500.00,1,1,3 FAMILY,,
91-58,,,,,84800.00,1,1,2 FAMILY,,
91-59,,,,,84800.00,1,1,ONE FAM,,
91-60,,,,,85500.00,1,1,3 FAMILY,,
91-61,,,,,84800.00,1,1,3 FAMILY,,
91-62,,,,,,1,2,APT 4-8,,
91-62,,,,,87500.00,1,1,APT 4-8,,
91-63,,,,,98100.00,1,1,2 FAMILY,,
91-64,,,,,83200.00,1,1,ONE FAM,,
91-65,,,,,87500.00,1,1,ONE FAM,,
91-66,,,,,88800.00,1,1,ONE FAM,,
91-67,,,,,84800.00,1,1,ONE FAM,,
91-68,,,,,86200.00,1,1,ONE FAM,,
91-69,,,,,87500.00,1,1,3 FAMILY,,
91-70,,,,,85500.00,1,1,ONE FAM,,
91-71,,,,,84800.00,1,1,RES/COM-Res,,
91-72,,,,,99100.00,1,1,APT 4-8,,
91-73,,,,,73400.00,1,1,ONE FAM,,
91-74,,,,,84100.00,1,1,ONE FAM,,
91-75,,,,,84100.00,1,1,ONE FAM,,
91-76,,,,,84800.00,1,1,ONE FAM,,
91-77,,,,,97100.00,1,1,ONE FAM,,
91-78,,,,,85500.00,1,1,ONE FAM,,
91-79,,,,,87500.00,1,1,2 FAMILY,,
91-80,,,,,92400.00,1,1,ONE FAM,,
91-80-1,,,,,87500.00,1,1,ONE FAM,,
91-81,,,,,109000.00,1,1,APT 4-8,,
91-82,,,,,96100.00,1,1,ONE FAM,,
91-83,,,,,100900.00,1,1,2 FAMILY,,
91-84,,,,,94100.00,1,1,ONE FAM,,
91-85,,,,,98100.00,1,1,ONE FAM,,
91-86,,,,,97100.00,1,1,ONE FAM,,
91-87,,,,,98100.00,1,1,2 FAMILY,,
91-88,,,,,82300.00,1,1,ONE FAM,,
91-89,,,,,90100.00,1,1,ONE FAM,,
91-90,,,,,88800.00,1,1,ONE FAM,,
91-91,,,,,88800.00,1,1,ONE FAM,,
91-92,,,,,85500.00,1,1,ONE FAM,,
91-93,,,,,89400.00,1,1,ONE FAM,,
91-94,,,,,95100.00,1,1,2 FAMILY,,
91-95,,,,,109700.00,1,1,ONE FAM,,
91-96,,,,,89400.00,1,1,ONE FAM,,
91-97,,,,,84100.00,1,1,ONE FAM,,
91-98,,,,,67400.00,1,1,ONE FAM,,
91-99,,,,,112700.00,1,1,ONE FAM,,
91-100,,,,,0.00,1,2,ONE FAM W ACC,,
91-100,,,,,97100.00,1,1,ONE FAM W ACC,,
91-101,,,,,93100.00,1,1,ONE FAM,,
91-102,,,,,89400.00,1,1,2 FAMILY,,
91-103,,,,,90800.00,1,1,ONE FAM,,
91-104,,,,,89400.00,1,1,ONE FAM,,
91-105,,,,,88800.00,1,1,RES LAND,,
91-106,,,,,98100.00,1,1,ONE FAM,,
91-107,,,,,89400.00,1,1,ONE FAM,,
91-108,,,,,63900.00,1,1,ONE FAM,,
91-109,,,,,75000.00,1,1,APT 4-8,,
91-110,,,,,67400.00,1,1,ONE FAM,,
91-111,,,,,72400.00,1,1,ONE FAM,,
91-112,,,,,73900.00,1,1,3 FAMILY,,
91-113,,,,,68800.00,1,1,2 FAMILY,,
91-114,,,,,78700.00,1,1,ONE FAM W ACC,,
91-115,,,,,96100.00,1,1,2 FAMILY,,
91-116,,,,,81700.00,1,1,ONE FAM,,
91-117,,,,,85500.00,1,1,2 FAMILY,,
91-118,,,,,93100.00,1,1,2 FAMILY,,
91-119,,,,,90400.00,1,1,APT 4-8,,
91-120,,,,,66800.00,1,1,2 FAMILY,,
91-121,,,,,66800.00,1,1,ONE FAM,,
91-122,,,,,87500.00,1,1,2 FAMILY,,
91-123,,,,,85500.00,1,1,ONE FAM,,
91-124,,,,,84800.00,1,1,ONE FAM,,
91-125,,,,,87500.00,1,1,ONE FAM,,
91-126,,,,,87500.00,1,1,ONE FAM,,
91-127,,,,,99100.00,1,1,ONE FAM,,
91-128,,,,,71200.00,1,1,COM/RES,,
91-129,,,,,90300.00,1,1,3 FAMILY,,
91-130,,,,,105500.00,1,1,APT 4-8,,
91-131,,,,,98100.00,1,1,APT 4-8,,
91-132,,,,,104600.00,1,1,APT 4-8,,
91-133,,,,,197600.00,1,1,APT 9+UP-Comm,,
91-134,,,,,69300.00,1,1,2 FAMILY,,
91-135,,,,,82400.00,1,1,2 FAMILY,,
91-136,,,,,72600.00,1,1,2 FAMILY,,
91-137,,,,,74900.00,1,1,ONE FAM,,
91-138,,,,,74200.00,1,1,ONE FAM,,
91-139,,,,,0.00,2,1,CONDO MSTR,,
91-139,,,,,142300.00,1,1,CONDO MSTR,,
91-139-101,,,,,,1,1,CONDO,,
91-139-201,,,,,,1,1,CONDO,,
91-139-301,,,,,,1,1,CONDO,,
91-139-401,,,,,,1,1,CONDO,,
91-140,,,,,87500.00,1,1,ONE FAM,,
91-141,,,,,84100.00,1,1,2 FAMILY,,
91-142,,,,,91300.00,1,1,2 FAMILY,,
91-143,,,,,86500.00,1,1,ONE FAM,,
91-144,,,,,91400.00,1,1,3 FAMILY,,
91-145,,,,,87500.00,1,1,2 FAMILY,,
91-146,,,,,86200.00,1,1,2 FAMILY,,
91-147,,,,,86800.00,1,1,APT 4-8,,
91-148,,,,,80700.00,1,1,ONE FAM W ACC,,
91-149,,,,,80700.00,1,1,2 FAMILY,,
91-150,,,,,80700.00,1,1,2 FAMILY,,
91-151,,,,,80700.00,1,1,2 FAMILY,,
91-154,,,,,188100.00,1,1,MUNICPAL,,
91-155,,,,,83200.00,1,1,OUT BLDS,,
91-156,,,,,83200.00,1,1,ONE FAM,,
91-157,,,,,88100.00,1,1,2 FAMILY,,
91-158,,,,,41200.00,1,1,ONE FAM,,
91-159,,,,,84800.00,1,1,2 FAMILY,,
91-160,,,,,84800.00,1,1,ONE FAM,,
91-161,,,,,,1,2,MULT HS,,
91-161,,,,,90800.00,1,1,MULT HS,,
91-162,,,,,89400.00,1,1,ONE FAM,,
91-163,,,,,99100.00,1,1,3 FAMILY,,
91-164,,,,,85500.00,1,1,ONE FAM,,
91-165,,,,,91400.00,1,1,APT 4-8,,
91-166,,,,,88800.00,1,1,APT 4-8,,
91-167,,,,,105600.00,1,1,ONE FAM,,
91-168,,,,,0.00,1,2,ONE FAM W ACC,,
91-168,,,,,94100.00,1,1,ONE FAM W ACC,,
91-170,,,,,97100.00,1,1,2 FAMILY,,
91-171,,,,,98100.00,1,1,ONE FAM,,
91-172,,,,,86800.00,1,1,ONE FAM,,
91-173,,,,,87500.00,1,1,2 FAMILY,,
91-174,,,,,88800.00,1,1,3 FAMILY,,
91-175,,,,,92100.00,1,1,2 FAMILY,,
91-176,,,,,342500.00,1,1,CHURCH-Res,,
91-177,,,,,,1,2,CHURCH-Res,,
91-177,,,,,469200.00,1,1,CHURCH,,
91-178,,,,,87500.00,1,1,ONE FAM,,
91-179,,,,,93100.00,1,1,ONE FAM,,
91-181,,,,,105600.00,1,1,ONE FAM,,
91-182,,,,,88800.00,1,1,ONE FAM,,
91-183,,,,,88800.00,1,1,2 FAMILY,,
91-184,,,,,88800.00,1,1,ONE FAM,,
91-185,,,,,88100.00,1,1,ONE FAM,,
91-186,,,,,88100.00,1,1,ONE FAM,,
91-187,,,,,88100.00,1,1,2 FAMILY,,
91-188,,,,,94100.00,1,1,ONE FAM,,
91-189,,,,,83800.00,1,1,ONE FAM,,
91-190,,,,,88100.00,1,1,ONE FAM,,
91-191,,,,,88100.00,1,1,3 FAMILY,,
91-192,,,,,86200.00,1,1,3 FAMILY,,
91-193,,,,,81700.00,1,1,ONE FAM,,
91-194,,,,,236600.00,1,1,CHARITABLE,,
91-195,,,,,100900.00,1,1,APT 4-8,,
91-196,,,,,111100.00,1,1,PARK LOT,,
91-197,,,,,220500.00,1,1,STORE,,
91-198,,,,,112000.00,1,1,3 FAMILY,,
91-199,,,,,97000.00,1,1,3 FAMILY,,
91-200,,,,,124600.00,1,1,APT 4-8,,
91-201,,,,,89400.00,1,1,3 FAMILY,,
91-202,,,,,80700.00,1,1,ONE FAM,,
91-203,,,,,82400.00,1,1,3 FAMILY,,
91-204,,,,,88100.00,1,1,3 FAMILY,,
91-205,,,,,,1,2,APT 4-8,,
91-205,,,,,88100.00,1,1,APT 4-8,,
91-206,,,,,88100.00,1,1,3 FAMILY,,
91-207,,,,,62400.00,1,1,ONE FAM,,
91-208,,,,,84800.00,1,1,ONE FAM,,
91-209,,,,,88100.00,1,1,ONE FAM,,
91-210,,,,,284900.00,1,1,OFFICE,,
91-211,,,,,,1,2,COMMWHSE,,
91-211,,,,,461900.00,1,1,COMMWHSE,,
91-212,,,,,304500.00,1,1,OFFICE,,
91-213,,,,,142500.00,1,1,2 FAMILY,,
91-214,,,,,109100.00,1,1,BOARDING,,
91-215,,,,,46600.00,1,1,POTNLDEV,,
91-216,,,,,91200.00,1,1,STORE,,
91-217,,,,,106000.00,1,1,APT 9+UP,,
91-218,,,,,218200.00,1,1,COM/RES,,
91-219,,,,,263500.00,1,1,COM/RES,,
91-220,,,,,145500.00,1,1,STORE,,
91-221,,,,,116100.00,1,1,STORE,,
91-222,,,,,685500.00,1,1,APT 9+UP-Comm,,
91-223,,,,,7100.00,1,1,UNDV-COM,,
91-225,,,,,143500.00,1,1,STORE,,
91-226,,,,,149400.00,1,1,STORE,,
91-227,,,,,20800.00,1,1,MUNICPAL,,
91-228,,,,,204400.00,1,1,OFFICE,,
91-229,,,,,2300.00,1,1,MUNICPAL,,
91-230,,,,,1242600.00,1,1,MUNICPAL,,
91-232,,,,,268700.00,1,1,OFFICE,,
91-233,,,,,239500.00,1,1,OFFICE,,
91-235,,,,,228000.00,1,1,STORE,,
91-236,,,,,219400.00,1,1,STORE,,
91-237,,,,,313300.00,1,1,MUNICPAL,,
91-238,,,,,239500.00,1,1,REST/BAR,,
91-239-E,,,,,228000.00,1,1,SCHOOL,,
91-241,,,,,207900.00,1,1,OFFICE,,
91-242,,,,,239500.00,1,1,SCHOOL,,
91-243,,,,,205000.00,1,1,OFFICE,,
91-244,,,,,236600.00,1,1,OFFICE,,
91-245,,,,,428700.00,1,1,MUNICPAL,,
91-246,,,,,300400.00,1,1,MUNICPAL-Comm,,
91-246-100,,,,,232300.00,1,1,PARK LOT,,
91-247,,,,,228000.00,1,1,BANK,,
91-248,,,,,196400.00,1,1,COM/RES,,
91-249,,,,,306100.00,1,1,CHURCH,,
91-250,,,,,80000.00,2,1,CONDO MSTR,,
91-250,,,,,168600.00,1,1,CONDO MSTR,,
91-250-100,,,,,,1,1,CONDO,,
91-250-200,,,,,,1,1,CONDO,,
91-251,,,,,80000.00,2,1,CONDO MSTR,,
91-251,,,,,172100.00,1,1,CONDO MSTR,,
91-251-100,,,,,,1,1,CONDO,,
91-251-200,,,,,,1,1,CONDO,,
91-252,,,,,85200.00,1,1,CHARITABLE-Res,,
91-253,,,,,341400.00,1,1,MUNICPAL-Ind,,
91-254,,,,,0.00,1,2,SUPERMKT,,
91-254,,,,,692800.00,1,1,SUPERMKT,,
91-255,,,,,2300.00,2,1,DEV LAND,,
91-255,,,,,183300.00,1,1,DEV LAND,,
91-257,,,,,184400.00,1,1,COM/RES,,
91-258,,,,,3500.00,2,1,COMMWHSE,,
91-258,,,,,348200.00,1,1,COMMWHSE,,
91-259,,,,,290600.00,1,1,IND OFC,,
91-260,,,,,90100.00,1,1,STORE,,
91-261,,,,,142600.00,1,1,AUTOPART,,
91-262,,,,,19800.00,1,1,PARK LOT,,
91-263,,,,,0.00,1,2,FACTORY,,
91-263,,,,,403600.00,1,1,FACTORY,,
91-264,,,,,185700.00,1,1,APT 9+UP,,
91-265,,,,,88800.00,1,1,3 FAMILY,,
91-266,,,,,88800.00,1,1,APT 4-8,,
91-269,,,,,304500.00,1,1,COM/RES,,
91-270,,,,,,1,2,APT 4-8,,
91-270,,,,,,1,3,APT 4-8,,
91-270,,,,,80200.00,1,1,APT 4-8,,
91-271,,,,,59800.00,1,1,2 FAMILY,,
91-272,,,,,55500.00,1,1,ONE FAM,,
91-273,,,,,50700.00,1,1,ONE FAM,,
91-274,,,,,59800.00,1,1,ONE FAM,,
91-275,,,,,58900.00,1,1,2 FAMILY,,
91-276,,,,,56300.00,1,1,2 FAMILY,,
91-277,,,,,59600.00,1,1,2 FAMILY,,
91-278,,,,,57200.00,1,1,2 FAMILY,,
91-279,,,,,55000.00,1,1,ONE FAM,,
91-280,,,,,69100.00,1,1,APT 4-8,,
91-281,,,,,193700.00,1,1,AUTO REP,,
91-282,,,,,55000.00,1,1,ONE FAM,,
91-283,,,,,54300.00,1,1,ONE FAM,,
91-284,,,,,73900.00,1,1,2 FAMILY,,
91-285,,,,,67300.00,1,1,2 FAMILY,,
91-286,,,,,66800.00,1,1,2 FAMILY,,
91-287,,,,,88800.00,1,1,ONE FAM,,
91-288,,,,,73900.00,1,1,2 FAMILY,,
91-289,,,,,340600.00,1,1,OFFICE,,
92-1,,,,,791000.00,1,1,CEMETERY,,
92-2,,,,,316600.00,1,1,COM/RES,,
92-3,,,,,533200.00,1,1,CHURCH,,
92-4,,,,,0.00,1,2,STORE,,
92-4,,,,,124900.00,1,1,RES/COM-Res,,
92-5,,,,,83000.00,1,1,3 FAMILY,,
92-6,,,,,95400.00,1,1,APT 4-8,,
92-7,,,,,252800.00,1,1,OFFICE,,
92-8,,,,,310200.00,1,1,APT 9+UP,,
92-9,,,,,284900.00,1,1,OFFICE,,
92-10,,,,,298300.00,1,1,CHARITABLE,,
92-11,,,,,872400.00,1,1,MUNICPAL,,
92-12,,,,,641900.00,1,1,HOUSING,,
92-13,,,,,202100.00,1,1,MUNICPAL-Comm,,
92-14,,,,,250300.00,1,1,REST/BAR,,
92-15,,,,,219400.00,1,1,MEDICAL OFF,,
92-19,,,,,106300.00,1,1,APT 4-8,,
92-20,,,,,46100.00,1,1,ONE FAM,,
92-21,,,,,44200.00,1,1,ONE FAM,,
92-22,,,,,187000.00,1,1,PARK LOT,,
92-23,,,,,,1,2,CHARITABLE,,
92-23,,,,,414200.00,1,1,CHARITABLE,,
92-25,,,,,36100.00,2,1,CHARITABLE,,
92-25,,,,,733100.00,1,1,CHARITABLE,,
92-28,,,,,,1,2,APT 4-8,,
92-28,,,,,89900.00,1,1,APT 4-8,,
92-29,,,,,42300.00,1,1,ONE FAM,,
92-30,,,,,6300.00,2,1,MUNICPAL,,
92-30,,,,,329900.00,1,1,MUNICPAL,,
92-31,,,,,704500.00,1,1,MUNICPAL,,
92-33,,,,,263300.00,1,1,COMMWHSE-Comm,,
92-34,,,,,99400.00,1,1,APT 4-8,,
92-36,,,,,0.00,1,2,APT 9+UP,,
92-36,,,,,337700.00,1,1,APT 9+UP,,
92-37,,,,,88800.00,1,1,3 FAMILY,,
92-38,,,,,90100.00,1,1,APT 4-8,,
92-39,,,,,88100.00,1,1,APT 4-8,,
92-40,,,,,88800.00,1,1,2 FAMILY,,
92-41,,,,,87500.00,1,1,3 FAMILY,,
92-42,,,,,86800.00,1,1,3 FAMILY,,
92-43,,,,,100100.00,1,1,3 FAMILY,,
92-44,,,,,106800.00,1,1,2 FAMILY,,
92-45,,,,,94100.00,1,1,2 FAMILY,,
92-46,,,,,86200.00,1,1,ONE FAM,,
92-47,,,,,87500.00,1,1,2 FAMILY,,
92-48,,,,,96200.00,1,1,RES/COM-Res,,
92-49,,,,,88800.00,1,1,2 FAMILY,,
92-50,,,,,84100.00,1,1,2 FAMILY,,
92-51,,,,,86200.00,1,1,3 FAMILY,,
92-52,,,,,59000.00,1,1,3 FAMILY,,
92-53,,,,,84100.00,1,1,ONE FAM,,
92-54,,,,,81500.00,1,1,ONE FAM,,
92-55,,,,,86800.00,1,1,2 FAMILY,,
92-56,,,,,86800.00,1,1,ONE FAM,,
92-57,,,,,312000.00,2,1,CONDO MSTR,,
92-57,,,,,242800.00,1,1,CONDO MSTR,,
92-57-200,,,,,,1,1,CONDO,,
92-57-400,,,,,,1,1,CONDO,,
92-57-600,,,,,,1,1,CONDO,,
92-57-800,,,,,,1,1,CONDO,,
92-57-1000,,,,,,1,1,CONDO,,
92-57-1200,,,,,,1,1,CONDO,,
92-60,,,,,88800.00,1,1,2 FAMILY,,
92-61,,,,,93100.00,1,1,2 FAMILY,,
92-62,,,,,265700.00,1,1,APT 9+UP,,
92-63,,,,,271100.00,1,1,HOUSING,,
92-64,,,,,274900.00,1,1,CHARITABLE,,
92-65,,,,,,1,2,APT 4-8-Comm,,
92-65,,,,,130700.00,1,1,APT 4-8-Comm,,
92-66,,,,,290500.00,1,1,CHARITABLE-Res,,
92-67,,,,,54327.00,1,1,STORE,,
92-67-E,,,,,0.00,1,2,CHARITABLE,,
92-67-E,,,,,363573.00,1,1,CHARITABLE,,
92-68,,,,,188100.00,1,1,STORE,,
92-70,,,,,263400.00,1,1,OFFICE,,
92-71,,,,,258200.00,1,1,OFFICE,,
92-72,,,,,266100.00,1,1,OFFICE,,
92-73,,,,,115500.00,1,1,2 FAMILY,,
92-74,,,,,114300.00,1,1,APT 4-8,,
92-75,,,,,214000.00,1,1,COM/RES,,
92-76,,,,,106000.00,1,1,3 FAMILY,,
92-77,,,,,106000.00,1,1,ONE FAM,,
92-78,,,,,1270700.00,1,1,APT 9+UP,,
92-78,,,,,47700.00,3,1,APT 9+UP,,
92-78,,,,,105700.00,2,1,APT 9+UP,,
92-79,,,,,320900.00,1,1,OFFICE,,
92-80,,,,,121300.00,1,1,ONE FAM,,
92-81,,,,,118800.00,1,1,3 FAMILY,,
92-82,,,,,134100.00,1,1,APT 4-8,,
92-83,,,,,121900.00,1,1,2 FAMILY,,
92-84,,,,,142500.00,1,1,2 FAMILY,,
92-86,,,,,98400.00,1,1,3 FAMILY,,
92-86-200,,,,,96700.00,1,1,ONE FAM,,
92-87,,,,,262900.00,1,1,COM/RES,,
92-88,,,,,175300.00,1,1,ONE FAM-Comm,,
92-89,,,,,2300.00,2,1,ONE FAM,,
92-89,,,,,116700.00,1,1,ONE FAM,,
92-90,,,,,4300.00,2,1,ONE FAM,,
92-90,,,,,110900.00,1,1,ONE FAM,,
92-91,,,,,400.00,2,1,ONE FAM,,
92-91,,,,,110900.00,1,1,ONE FAM,,
92-92,,,,,111200.00,1,1,ONE FAM,,
92-93,,,,,91000.00,1,1,ONE FAM,,
92-94,,,,,104500.00,1,1,ONE FAM,,
92-95,,,,,4900.00,3,1,2 FAMILY,,
92-95,,,,,5200.00,2,1,2 FAMILY,,
92-95,,,,,129700.00,1,1,2 FAMILY,,
92-96,,,,,92300.00,1,1,ONE FAM,,
92-97,,,,,114400.00,1,1,ONE FAM,,
92-98,,,,,2200.00,2,1,ONE FAM,,
92-98,,,,,123200.00,1,1,ONE FAM,,
92-99,,,,,116500.00,1,1,2 FAMILY,,
92-100,,,,,107500.00,1,1,ONE FAM,,
92-101,,,,,69400.00,1,1,ONE FAM,,
92-102,,,,,82500.00,1,1,ONE FAM,,
92-103,,,,,84600.00,1,1,ONE FAM,,
92-104,,,,,17700.00,1,1,OUT BLDS,,
92-105,,,,,3500.00,1,1,OUT BLDS,,
92-106,,,,,114000.00,1,1,ONE FAM,,
92-107,,,,,137000.00,1,1,APT 4-8,,
92-108,,,,,2000.00,2,1,ONE FAM,,
92-108,,,,,134700.00,1,1,ONE FAM,,
92-109,,,,,121300.00,1,1,ONE FAM,,
92-110,,,,,134100.00,1,1,APT 4-8,,
92-111,,,,,295200.00,1,1,COM/RES,,
92-112,,,,,233700.00,1,1,COM/RES,,
92-113,,,,,101900.00,1,1,ONE FAM,,
92-114,,,,,124800.00,1,1,ONE FAM,,
92-115,,,,,130500.00,1,1,ONE FAM,,
92-116,,,,,248800.00,1,1,CHARITABLE,,
92-117,,,,,129600.00,1,1,CHARITABLE,,
92-118,,,,,168900.00,1,1,CHARITABLE-Res,,
92-119,,,,,117000.00,1,1,3 FAMILY,,
92-120,,,,,263400.00,1,1,OFFICE,,
92-121,,,,,276500.00,1,1,OFFICE,,
92-122,,,,,252900.00,1,1,TEL XSTA,,
92-122-P,,,,,0.00,1,1,IND LAND,,
92-123,,,,,276000.00,1,1,OFFICE,,
92-124,,,,,72500.00,1,2,APT 4-8,,
92-124,,,,,149600.00,1,1,BOARDING,,
92-126,,,,,343400.00,1,1,MUNICPAL-Comm,,
92-127,,,,,276500.00,1,1,US GOVT,,
92-128,,,,,266100.00,1,1,OFFICE,,
92-129,,,,,95100.00,1,1,APT 4-8,,
92-130,,,,,96100.00,1,1,3 FAMILY,,
92-131,,,,,,1,2,HOUSING-Res,,
92-131,,,,,235200.00,1,1,HOUSING-Res,,
92-132,,,,,92100.00,1,1,3 FAMILY,,
92-133,,,,,103500.00,1,1,APT 4-8,,
92-134,,,,,90100.00,1,1,3 FAMILY,,
92-135,,,,,91400.00,1,1,ONE FAM,,
92-136,,,,,89400.00,1,1,APT 4-8,,
92-137,,,,,99100.00,1,1,3 FAMILY,,
92-138,,,,,92200.00,1,1,2 FAMILY,,
92-139,,,,,79100.00,1,1,2 FAMILY,,
92-140,,,,,93100.00,1,1,3 FAMILY,,
92-141,,,,,104500.00,1,1,2 FAMILY,,
92-142,,,,,128400.00,1,1,APT 4-8,,
92-143,,,,,96100.00,1,1,3 FAMILY,,
92-144,,,,,90800.00,1,1,ONE FAM,,
92-145,,,,,94100.00,1,1,2 FAMILY,,
92-146,,,,,84100.00,1,1,ONE FAM,,
92-147,,,,,84800.00,1,1,ONE FAM,,
92-148,,,,,86800.00,1,1,ONE FAM,,
92-149,,,,,86200.00,1,1,ONE FAM,,
92-150,,,,,88400.00,1,1,2 FAMILY,,
92-151,,,,,114400.00,1,1,ONE FAM,,
92-152,,,,,110300.00,1,1,ONE FAM,,
92-153,,,,,99200.00,1,1,ONE FAM,,
92-154,,,,,100100.00,1,1,2 FAMILY,,
92-155,,,,,115600.00,1,1,2 FAMILY,,
92-156,,,,,129600.00,1,1,ONE FAM,,
92-157,,,,,117500.00,1,1,APT 4-8,,
92-158,,,,,116200.00,1,1,ONE FAM,,
92-159,,,,,70600.00,1,1,RES LAND,,
92-160,,,,,92800.00,1,1,ONE FAM,,
92-161,,,,,95600.00,1,1,ONE FAM,,
92-162,,,,,110300.00,1,1,ONE FAM,,
92-163,,,,,127500.00,1,1,2 FAMILY,,
92-164,,,,,109700.00,1,1,APT 4-8,,
92-166,,,,,95100.00,1,1,ONE FAM,,
92-167,,,,,80700.00,1,1,ONE FAM,,
92-168,,,,,161700.00,1,1,CHURCH-Res,,
92-169,,,,,83200.00,1,1,ONE FAM,,
92-170,,,,,156000.00,2,1,CONDO MSTR,,
92-170,,,,,223700.00,1,1,CONDO MSTR,,
92-170-101,,,,,,1,1,CONDO,,
92-170-201,,,,,,1,1,CONDO,,
92-170-301,,,,,,1,1,CONDO,,
92-171,,,,,95100.00,1,1,2 FAMILY,,
92-172,,,,,0.00,1,2,ONE FAM W ACC,,
92-172,,,,,95100.00,1,1,ONE FAM W ACC,,
92-173,,,,,88800.00,1,1,ONE FAM,,
92-174,,,,,89400.00,1,1,ONE FAM,,
92-175,,,,,104500.00,1,1,ONE FAM,,
92-176,,,,,94100.00,1,1,ONE FAM,,
92-177,,,,,100100.00,1,1,2 FAMILY,,
92-178,,,,,95100.00,1,1,APT 4-8,,
92-179,,,,,82400.00,1,1,2 FAMILY,,
92-180,,,,,208000.00,2,1,CONDO MSTR,,
92-180,,,,,236900.00,1,1,CONDO MSTR,,
92-180-101,,,,,,1,1,CONDO,,
92-180-201,,,,,,1,1,CONDO,,
92-180-301,,,,,,1,1,CONDO,,
92-180-401,,,,,,1,1,CONDO,,
