Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
    101,   ,     21,   ,       ,   ,,       ,   ,S MAIN,86 S MAIN ST,KYOTO LLC,,288 PLAINFIELD RD,,WEST LEBANON,NH,03784,3435/0243,195000,2007-08-02 00:00:00,Q,"ZHANG, JIN RONG",1050,R2,0.46,173400,0,74700,0,248100,3003,1900,MULTI-CONV,2393,C,AVERAGE,GABLE,ASPHALT SH,CARPET,PLASTER,ALUMINUM,3686,18,13,4,0,AVERAGE,AVERAGE,FORCED H/A,GAS,,67,A,R5,1T,173400,0,83000,0,256400,198000,2002-12-26 00:00:00,02757/0356,198000,2002-12-16 00:00:00,2757/0356,198000,1976-09-28 00:00:00,1296/0584
    101,   ,     22,   ,       ,   ,,       ,   ,S MAIN,84 S MAIN ST,"DEVERS, MICHAEL S &","DEVERS, CORTNEY L",84 SOUTH MAIN ST,,WEST LEBANON,NH,03784,4189/0518,175000,2016-02-22 00:00:00,Q,"FLETCHER, SCOTT E",1010,R2,0.19,177200,0,67300,800,245300,1008,1900,CONVENT`NL,2394,C,AVERAGE,GABLE,STD SEAM,LAMINATE,PLASTER,FIBER CMT,1208,7,3,1,1,GOOD,GOOD,FORCED H/A,GAS,,71,AG,R5,1H,177200,0,67200,800,245200,0,2013-07-12 00:00:00,3996/0197,0,2010-06-23 00:00:00,3710/0252,150000,2003-12-02 00:00:00,02930/0895
    101,   ,     23,   ,       ,   ,,       ,   ,S MAIN,82 S MAIN ST,"KAUSHIK, BHAVNESH",,82 SOUTH MAIN ST,,WEST LEBANON,NH,03784,3190/0747,135000,2005-09-06 00:00:00,Q,"WIECHNIK, STANLEY & LEANA",1010,R2,0.18,174800,0,66800,0,241600,1392,1900,CONVENT`NL,2395,C,AVERAGE,GABLE,ASPHALT SH,CARPET,PLASTER,ALUMINUM,1699,7,3,1,0,FAIR,FAIR,FORCED H/A,OIL,,62,FA,R5,1T,160700,0,66800,0,227500,60000,1995-06-30 00:00:00,02147/0719,60000,1995-06-29 00:00:00,2147/0719,60000,1992-10-08 00:00:00,01992/0226
    101,   ,     25,   ,       ,   ,,       ,   ,S MAIN,69 S MAIN ST,"BARROWS, BRENDA",,69 SOUTH MAIN ST,,WEST LEBANON,NH,03784,3382/0604,0,2006-12-15 00:00:00,Q,"LAHAYE, WILLIAM H & WINIFRED",1010,RO,0.33,172600,0,76800,0,249400,1056,1960,RANCH,2397,C,AVERAGE,GABLE,METAL,HARDWOOD,DRYWALL,WOOD SHING,1443,5,3,1,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,75,A,R5,1,172600,0,76700,0,249300,0,1964-08-13 00:00:00,1005/0435,0,1901-01-01 00:00:00,0/0,0,,
    101,   ,     26,   ,       ,   ,,       ,   ,S MAIN,77 S MAIN ST ,NORTHERN NE CONFERENCE,"OF SEVENTH-DAY ADVENTISTS,  INC",479 MAIN ST,,WESTBROOK,ME,04092,4759/416,165000,2022-09-20 00:00:00,Q,"SMITH, ANSON V & GENEVIEVE C",1300,RO,0.56,0,0,87400,0,87400,,,,2398,,,,,,,,,,,,,,,,,,,,R5,,0,0,87300,0,87300,112000,2004-02-12 00:00:00,2959/0827,112000,1995-05-12 00:00:00,02141/0134,0,1995-04-26 00:00:00,2141/0134
    101,   ,     27,   ,       ,   ,,       ,   ,S MAIN,89 S MAIN ST ,MAPLE & MESQUITE LLC,,1 OAK RIDGE ,BUILDING 1 STE 4,WEST LEBANON,NH,03784,4914/0897,725000,2025-01-17 00:00:00,Q,"DEJSS, LLC",3400,RO,0.53,310300,0,231100,5800,547200,3616,1920,OFFICE,2399,C-,Avg. (-),GAMBREL,ASPHALT SH,CARPET,DRYWALL,VINYL,4035,8,,,,,,FORCED H/W,OIL,FLOOD 500,61,AG,R5,2,323100,0,462000,5800,790900,345000,2016-05-13 00:00:00,4205/0525,345000,1986-09-25 00:00:00,1623/0371,0,1900-01-01 00:00:00,0/0
    101,   ,     28,   ,       ,   ,,       ,   ,S MAIN,93 S MAIN ST ,SOODSMA HOLDINGS LLC +,% NINETY THREE SOUTH MAIN LLC,PO BOX 111,,HANOVER,NH,03755,3479/0622,432533,2007-12-28 00:00:00,Q,NINETY-THREE SOUTH MAIN LLC,3400,RO,1.08,627100,0,281200,17900,926200,4933,1987,OFFICE,2400,C,Average,GABLE,ASPHALT SH,CARPET,DRYWALL,CLAPBOARD,5897,,,,,,,FORCED H/W,OIL,FLOOD 500,70,A,R5,2,627100,0,281200,17900,926200,0,1998-02-09 00:00:00,2296/0809,0,1998-02-04 00:00:00,2296/0809,0,1998-01-02 00:00:00,02291/0204
    101,   ,     29,   ,       ,   ,,       ,   ,S MAIN,95 S MAIN ST ,"PAPA, AMIR F",,95 SOUTH MAIN ST,,WEST LEBANON,NH,03784,3707/0789,195000,2010-06-10 00:00:00,Q,"CHIASSON, RUTH",1010,RO,0.59,205100,0,88800,2000,295900,1584,1930,CONVENT`NL,2401,C,AVERAGE,GABLE,STD SEAM,CARPET,PLASTER,ASBESTOS,1984,7,4,1,0,AVERAGE,AVERAGE,FORCED H/A,GAS,,67,A,R5,2,201100,0,88700,2000,291800,0,1960-07-14 00:00:00,0945/0157,0,1900-01-01 00:00:00,0/0,0,,
    101,   ,     30,   ,       ,   ,,       ,   ,S MAIN,97 S MAIN ST ,"LEWIS, LINDSAY R","BIRKETT, STEPHEN G",97 S MAIN ST,,WEST LEBANON,NH,03784,4720/625,349000,2022-04-13 00:00:00,Q,"ESTRADA, MICHAEL S & PATRICIA D",1010,RO,0.73,162600,0,111800,7200,281600,1240,1930,RANCH,2402,C,AVERAGE,GABLE,STD SEAM,HARDWOOD,DRYWALL,ASBESTOS,1503,6,3,1,,AVERAGE,AVERAGE,FORCED H/A,OIL,,71,AG,R5,1,162600,0,111900,7200,281700,0,2021-08-20 00:00:00,4667/673,0,2015-08-21 00:00:00,4170/0242,0,2003-12-08 00:00:00,2934/0973
    101,   ,     31,   ,       ,   ,,       ,   ,S MAIN,103 S MAIN ST ,CORVALLIS LLC,,"87 AIRPORT RD, STE 6",,CONCORD,NH,03301,4548/298,750000,2020-08-24 00:00:00,Q,"DUMOULIN, T K & J A CO-TTEES",3420,GC,0.853076,366000,0,267400,14000,647400,2580,1952,OFFICE-PRO,2403,B-,Good (-),GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,3064,,,,,,,FORCED H/W,OIL,,68,VG,R5,1H,366000,0,267500,14000,647500,0,2013-03-13 00:00:00,3966/232,0,2006-01-30 00:00:00,3244/0732,0,1999-06-01 00:00:00,02396/0177
    101,   ,     33,   ,       ,   ,,       ,   ,S MAIN,107 S MAIN ST,TWIN STATE SAND & GRAVEL CO,,PO BOX 5243,,WEST LEBANON,NH,03784,3966/235,0,2013-03-18 00:00:00,Q,"TWIN STATE SAND & GRAVEL CO,",3900,GC,1.98,0,0,311100,0,311100,0,,,2405,,,,,,,,0,,,,,,,,,,,,R5,,0,0,311100,0,311100,250000,1996-05-17 00:00:00,2197/0332,250000,1900-01-01 00:00:00,0/0,0,1900-01-01 00:00:00,0/0
    101,   ,     36,   ,       ,   ,,       ,   ,GLEN,35 GLEN RD ,BETCO BLOCK & PRODUCTS INC,% OLDCASTLE APG,3900 GLOVER RD,,EASTON,PA,18040,2438/0834,457000,1998-12-31 00:00:00,Q,PIKE INDUSTRIES INC,4000,INDR,9.79,764500,18700,405000,274300,1462500,17357,1968,IND+OFC AREA,2406,C,Average,FLAT,MEMBRANE,CONCRETE,MINIMUM,CONC BLOCK,17418,,,,,,,FORCED H/A,GAS,,63,A,I4,1,764500,18700,405000,274300,1462500,457000,1998-12-30 00:00:00,2438/0834,457000,1998-12-30 00:00:00,2438/0834,457000,,
    101,   ,     37,   ,       ,   ,,       ,   ,GLEN,1 GLEN RD ,TRITON REALTY CORPORATION,,"1 GLEN RD, STE 211",,WEST LEBANON,NH,03784,2793/0604,0,2003-02-18 00:00:00,Q,TRITON REALTY CORPORATION,3250,GC,4.54,3099400,0,2396100,111900,5607400,30955,1985,SHOP CTR,2407,C+,Avg. (+),FLAT,TAR+GRAVEL,LINOLEUM,DRYWALL,ALUMINUM,31498,,,,,,,FORCED H/A,GAS,,70,A,C1,2,3099400,0,2396100,111900,5607400,0,2003-02-18 00:00:00,2793/0604,0,2003-02-18 00:00:00,2793/0604,0,2000-11-22 00:00:00,2503/0993
    101,   ,     38,   ,       ,   ,,       ,   ,GLEN,27 GLEN RD ,"27 GLEN, LLC",,44 SOUTH MAIN ST,,HANOVER,NH,03755,4259/0305,630000,2016-12-29 00:00:00,Q,HGM ENTERPRISES LLC,3400,GC,0.97,521800,0,145200,15300,682300,6272,1975,OFFICE,2408,C-,Avg. (-),GABLE,STD SEAM,CARPET,DRYWALL,CLAPBOARD,6679,,,,,,,FORCED H/W,OIL,,66,A,C1,2,521800,0,145300,15300,682400,415000,2015-12-28 00:00:00,4205/0600,415000,2015-12-28 00:00:00,0/0,415000,1997-08-09 00:00:00,2285/0677
    102,   ,      1,   ,       ,   ,,       ,   ,GLEN,169 GLEN RD,"WILLIAMS SR, EVERETT F",,169 GLEN RD,,WEST LEBANON,NH,03784,1802/0808,55000,1989-05-03 00:00:00,Q,"OREILLY, ORAN T",1010,R3,0.33,114500,0,81300,300,196100,910,1950,RANCH,2409,C-,AVG. (-),GABLE,STD SEAM,CARPET,DRYWALL,CLAPBOARD,958,3,1,1,0,AVERAGE,AVERAGE,FORCED H/W,GAS,,71,A,R5,1,114500,0,81200,300,196000,35000,1988-09-06 00:00:00,01759/0963,35000,1988-09-06 00:00:00,1759/0963,35000,,
    102,   ,      2,   ,       ,   ,,       ,   ,GLEN,231 GLEN RD,"SMITH, CURTIS L & SUSAN C",,231 GLEN RD,,WEST LEBANON,NH,03784,2856/0220,86000,2003-07-18 00:00:00,Q,"MEKUS, EDWARD J III",1010,R3,0.96,99000,0,103200,4700,206900,792,1957,BUNGALOW,2410,D+,FAIR (+),GABLE,STD SEAM,CARPET,DRYWALL,CLAPBOARD,809,4,1,1,0,AVERAGE,AVERAGE,NOT DUCTED,GAS,,75,A,R5,1,90800,0,103000,4700,198500,45000,1996-05-03 00:00:00,02194/0152,45000,1996-05-03 00:00:00,2194/0152,45000,1900-01-01 00:00:00,0/0
    102,   ,      3,   ,       ,   ,,       ,   ,SEMINARY HILL,122 SEMINARY HILL,"ELGIN, KEVIN T",,PO BOX 374,,ENFIELD,NH,03748,2678/0097,70000,2002-06-04 00:00:00,Q,"HOWE, CANDACE ANN",1010,R3,0.08,114400,0,61300,0,175700,861,1940,BUNGALOW,2411,C-,AVG. (-),GABLE,ASPHALT SH,CARPET,DRYWALL,ALUMINUM,1048,4,2,1,1,AVERAGE,AVERAGE,FORCED H/A,OIL,,67,A,R5,1,114400,0,61300,0,175700,0,1986-03-14 00:00:00,01588/0953,0,1986-03-14 00:00:00,1588/0953,0,,
    102,   ,      4,   ,       ,   ,,       ,   ,SEMINARY HILL,118 SEMINARY HILL,TWIN STATE SAND & GRAVEL CO,,PO BOX 5243,,WEST LEBANON,NH,03784,2254/0192,150000,1997-06-02 00:00:00,Q,"LIVINGSTON, ALLEN",1010,R3,17.2,168100,0,327400,0,495500,1197,1940,CAPE,2412,C,AVERAGE,GABLE,ASPHALT SH,CARPET,DRYWALL,CLAPBOARD,1671,4,2,1,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,67,A,R5,1A,190700,0,384900,0,575600,0,1970-11-06 00:00:00,01129/0358,0,1970-11-06 00:00:00,1129/0358,0,,
    102,   ,      5,   ,       ,   ,,       ,   ,SEMINARY HILL,114 SEMINARY HILL ,HOPE BIBLE FELLOWSHIP,,114 SEMINARY HILL,,WEST LEBANON,NH,03784,4318/0229,0,2017-09-29 00:00:00,Q,WEST LEBANON BAPTIST CHURCH,9060,R3,1,556100,900,983600,11600,1552200,4416,1970,CHURCH/SYN,2413,C+,Avg. (+),GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,6563,,,,,,,FORCED H/W,OIL,,63,A,R5,1,735600,900,984400,11600,1732500,0,2017-09-29 00:00:00,4318/0229,0,2017-05-19 00:00:00,4285/0932,0,2017-05-19 00:00:00,4285/0932
    102,   ,      6,   ,       ,   ,,       ,   ,SEMINARY HILL,110 SEMINARY HILL,"RADKE, EMILY",,110 SEMINARY HILL,,WEST LEBANON,NH,03784,4683/279,275000,2021-11-08 00:00:00,Q,"CREIGHTON JR, WENDELL T",1010,R3,0.41,167400,0,80800,10700,258900,965,1972,RANCH,2414,C,AVERAGE,GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,1242,6,2,1,0,AVERAGE,AVERAGE,ELECTRC BB,ELECTRIC,,83,A,R5,1,165300,0,80800,10700,256800,0,1980-04-30 00:00:00,1396/982,0,1900-01-01 00:00:00,0/0,0,1900-01-01 00:00:00,0/0
    102,   ,      8,   ,       ,   ,,       ,   ,HAMPSHIRE,2 HAMPSHIRE TER,"THEBODO, MATTHEW","BLACK, KERRI",2 HAMPSHIRE TER,,WEST LEBANON,NH,03784,4633/729,305050,2021-05-19 00:00:00,Q,"GAINES, JOSEPH M ",1010,R3,0.653306,194900,0,108300,500,303700,1028,1965,SPLIT/RSD RANCH,2416,C,AVERAGE,GABLE,ASPHALT SH,CARPET,DRYWALL,ALUMINUM,1369,6,3,1,0,AVERAGE,AVERAGE,FORCED H/W,GAS,,82,AG,R5,1,187800,0,108300,500,296600,227000,2017-05-19 00:00:00,4285/0937,227000,2017-05-19 00:00:00,4285/0932,0,2017-05-17 00:00:00,4285/0934
    102,   ,      9,   ,       ,   ,,       ,   ,SEMINARY HILL,108 SEMINARY HILL ,"SABOL, SHARON",,108 SEMINARY HILL,,WEST LEBANON,NH,03784,0/0,0,2018-01-11 00:00:00,Q,"SABOL, EDWARD",1010,R3,0.55,190900,0,86900,0,277800,1152,1972,RANCH,2417,C,AVERAGE,GABLE,METAL,CARPET,DRYWALL,COMP CLAP,1779,5,3,1,1,AVERAGE,AVERAGE,ELECTRC BB,ELECTRIC,,78,F,R5,1,190900,0,86900,0,277800,0,1971-11-08 00:00:00,1154/0028,0,1968-04-18 00:00:00,1070/0283,,,
    102,   ,     10,   ,       ,   ,,       ,   ,SEMINARY HILL,104 SEMINARY HILL,"WRIGLEY, NANCY",,104 SEMINARY HILL,,WEST LEBANON,NH,03784,2993/0333,139000,2004-05-07 00:00:00,Q,"PARKER, DAVID E",1010,R3,0.3,138100,0,74500,400,213000,864,1939,BUNGALOW,2418,C+,AVG. (+),GABLE,STD SEAM,HARDWOOD,PLASTER,ASBESTOS,1150,4,2,1,0,AVERAGE,FAIR,FORCED H/A,OIL,,67,A,R5,1,138100,0,74500,400,213000,84000,1999-10-22 00:00:00,02426/0680,84000,1999-10-22 00:00:00,2426/0680,84000,1987-06-12 00:00:00,1673/0772
    102,   ,     11,   ,       ,   ,,       ,   ,SEMINARY HILL,100 SEMINARY HILL,"JOHNSON, L'TONYA+","EZE, CHARLES CHIBUISI",100 SEMINARY HILL,,WEST LEBANON,NH,03784,4623/309,233000,2021-04-21 00:00:00,Q,"TORRES, ANDRES DAVID ",1010,R3,0.23,150400,0,69200,10700,230300,1029,1920,COLONIAL,2419,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLASTER,CLAPBOARD,1214,6,3,1,0,AVERAGE,FAIR,FORCED H/A,OIL,,67,A,R5,1T,150400,0,69200,10700,230300,159933,2014-04-02 00:00:00,4048/0161,159933,2002-02-22 00:00:00,2636/0923,120000,2002-02-19 00:00:00,2636/0923
    102,   ,     13,   ,       ,   ,,       ,   ,SEMINARY HILL,76 SEMINARY HILL ,VINCENT & VINCENT REAL EST,"% VINCENT, LAWRENCE B",38 DOROTHY PERLEY RD,,LEBANON,NH,03766,3935/0461,0,2012-11-09 00:00:00,Q,"VINCENT, LAWRENCE B (50%)",3520,R3,1.12,195900,0,263100,14100,473100,2888,1970,OFFICE,2421,C-,Avg. (-),GABLE,ASPHALT SH,LINOLEUM,DRYWALL,ALUMINUM,3076,,,,,,,UNIT HTRS,ELECTRIC,,63,A,R5,1,195900,0,263100,14100,473100,0,2007-09-21 00:00:00,3458/0725,0,1980-04-03 00:00:00,1396/326,0,1900-01-01 00:00:00,0/0
    102,   ,     14,   ,       ,   ,,       ,   ,ARMSTRONG,1 ARMSTRONG AVE,"JANNINO, ERICA",,4 ARMSTRONG AVE,,WEST LEBANON,NH,03784-4513,4090/0036,158533,2014-10-17 00:00:00,Q,"MACY, ELIZABETH D",1010,R3,0.3,155000,0,87700,400,243100,960,1960,RANCH,2422,C,AVERAGE,GABLE,STD SEAM,CARPET,DRYWALL,ALUMINUM,1373,4,2,1,0,AVERAGE,AVERAGE,ELECTRC BB,ELECTRIC,,75,A,R5,1,155000,0,87600,400,243000,75000,1999-04-26 00:00:00,2387/0455,75000,1999-04-06 00:00:00,2387/0455,75000,1998-02-05 00:00:00,0/0
    102,   ,     15,   ,       ,   ,,       ,   ,ARMSTRONG,3 ARMSTRONG AVE,"WETMORE, SEAN WILLIAM",,3 ARMSTRONG AVE,,WEST LEBANON,NH,03784,4383/0977,228000,2018-08-23 00:00:00,Q,"VOSE, LISA ",1010,R3,0.3,174900,0,87700,0,262600,1092,1955,RANCH,2423,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLASTER,ALUMINUM,1652,5,2,1,0,AVERAGE,FAIR,FORCED H/W,OIL,,75,A,R5,1,174900,0,87600,0,262500,140000,2017-10-05 00:00:00,4316/0991,140000,2017-04-29 00:00:00,0/0,0,1960-08-18 00:00:00,0946/0487
    102,   ,     16,   ,       ,   ,,       ,   ,HATHORN,1 HATHORN AVE,"ANDRES, MARINA M & C","ANDRES, JOSE JIMMY",1 HATHORN AVE,,WEST LEBANON,NH,03784,3703/0372,169933,2010-03-26 00:00:00,Q,"WILLIAMS, GLADYS",1010,R3,0.31,207000,0,88600,300,295900,1212,1962,RANCH,2424,C,AVERAGE,GABLE,STD SEAM,HARDWOOD,DRYWALL,VINYL,1814,5,3,1,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,79,A,R5,1,207000,0,88500,300,295800,0,2010-01-22 00:00:00,3679/0362,0,1999-08-04 00:00:00,02410/0532,119900,1999-08-04 00:00:00,2410/0532
    102,   ,     17,   ,       ,   ,,       ,   ,HATHORN,3 HATHORN AVE,"SILVA, ROBERTO & FABIANA",,3 HATHORN AVE,,WEST LEBANON,NH,03784,3973/0534,259000,2013-04-26 00:00:00,Q,"WEBBER III, EVERETT H & SUSAN",1010,R3,0.59,296800,0,104500,7800,409100,2228,1959,RANCH,2425,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,DRYWALL,CLAPBOARD,3039,7,4,2,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,75,A,R5,1,300300,0,104300,7800,412400,150000,1995-08-01 00:00:00,2152/0278,150000,1995-06-14 00:00:00,02145/0511,0,1995-06-14 00:00:00,2145/0511
    102,   ,     19,   ,       ,   ,,       ,   ,HATHORN,4 HATHORN AVE,"DUCHARME, DENISE J A &","PHAIR, GREGORY A",4 HATHORN AVE,,WEST LEBANON,NH,03784,4215/0706,215000,2016-06-24 00:00:00,Q,"FORBES, DAWN W",1010,R3,0.65,187700,0,108100,0,295800,1232,1955,RANCH,2426,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLASTER,VINYL,1810,5,3,1,1,AVERAGE,AVERAGE,FORCED H/A,OIL,,75,A,R5,1,187700,0,108100,0,295800,151733,2007-09-06 00:00:00,3447/0324,151733,2006-05-07 00:00:00,0/0,0,2003-11-25 00:00:00,02928/0395
    102,   ,     20,   ,       ,   ,,       ,   ,HATHORN,2 HATHORN AVE,"SPURGEON, TROY D",,2 HATHORN AVE,,WEST LEBANON,NH,03784,4020/0535,103533,2013-10-18 00:00:00,Q,FEDERAL NATIONAL MORTGAGE ASSN,1010,R3,0.98,346100,0,114700,0,460800,2678,1950,RANCH,2427,C+,AVG. (+),GABLE,STD SEAM,HARDWOOD,PLASTER,BRICK,3654,6,3,1,1,AVERAGE,AVERAGE,FORCED H/A,OIL,,71,A,R5,1A,346100,0,114900,0,461000,259878,2012-11-13 00:00:00,3932/0641,259878,2007-02-07 00:00:00,3377/0686,0,1975-07-03 00:00:00,1251/0461
    102,   ,     21,   ,       ,   ,,       ,   ,ARMSTRONG,8 ARMSTRONG AVE,"BOUTIN, TAWNIA L",,8 ARMSTRONG AVE,,WEST LEBANON,NH,03784,4438/0842,0,2019-05-24 00:00:00,Q,"BOUTIN, MARK D & TAWNIA L",1010,R3,0.56,196600,0,102800,7600,307000,1296,1960,RANCH,2428,C,AVERAGE,GABLE,STD SEAM,HARDWOOD,PLASTER,VINYL,1741,6,3,2,0,AVERAGE,AVERAGE,FORCED H/A,OIL,,75,A,R5,1,196600,0,102700,7600,306900,100000,1994-10-31 00:00:00,2117/0992,100000,1989-09-25 00:00:00,01824/0229,0,1989-09-25 00:00:00,1824/0229
    102,   ,     22,   ,       ,   ,,       ,   ,ARMSTRONG,6 ARMSTRONG AVE,"COTTING SR, STEVEN J &","COTTING, MARIA LUISA N",6 ARMSTRONG AVE,,WEST LEBANON,NH,03784,4018/0630,154000,2013-09-18 00:00:00,Q,BANK OF NEW YORK MELLON FKA,1010,R3,0.31,169100,0,88600,10200,267900,1085,1950,SPLIT/RSD RANCH,2429,C,AVERAGE,GABLE,STD SEAM,CARPET,DRYWALL,VINYL,1544,7,4,1,1,AVERAGE,AVERAGE,FORCED H/W,OIL,,74,AG,R5,1,169100,0,88500,10200,267800,131750,2013-04-04 00:00:00,3973/0570,131750,2011-12-13 00:00:00,3843/0693,120000,2004-08-03 00:00:00,3033/0251
    102,   ,     23,   ,       ,   ,,       ,   ,ARMSTRONG,4 ARMSTRONG AVE,"DUBUQUE, DARLENE R & JON R",,4 ARMSTRONG AVE,,WEST LEBANON,NH,03784,2470/0363,0,2000-06-01 00:00:00,Q,"DUBUQUE, JON R",1010,R3,0.31,244500,0,88600,500,333600,1208,1955,RANCH,2430,C+,AVG. (+),GABLE,ASPHALT SH,CARPET,DRYWALL,VINYL,1890,4,2,1,0,AVERAGE,AVERAGE,FORCED H/A,OIL,,78,AG,R5,1,239400,0,88500,500,328400,0,1994-08-19 00:00:00,02105/0464,0,1994-08-19 00:00:00,2105/0464,0,,
    102,   ,     24,   ,       ,   ,,       ,   ,ARMSTRONG,2 ARMSTRONG AVE,PAGEAU M G & N A TTEES,MARK G & NANCY A PAGEAU REV TRUST,2 ARMSTRONG AVE,,WEST LEBANON,NH,03784,4845/0140,0,2023-12-27 00:00:00,U,"PAGEAU, MARK G & NANCY A",1010,R3,0.32,199300,0,89400,400,289100,1220,1958,RANCH,2431,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLASTER,VINYL,1710,5,2,1,0,AVERAGE,AVERAGE,FORCED H/W,OIL,,75,A,R5,1,198400,0,89400,400,288200,158533,2002-04-01 00:00:00,2651/0925,158533,1976-04-30 00:00:00,01280/0123,0,1976-04-30 00:00:00,1280/0123
    102,   ,     25,   ,       ,   ,,       ,   ,JOHNSON,17 JOHNSON AVE,"NARNE, MADHU BABU & SWAPNA",,1283 SYDNEY CT,,ALTAMONTE SPRINGS,FL,32714,2762/0001,0,2002-12-30 00:00:00,Q,"NARNE, MADHU",1010,R3,0.345937,181100,0,91700,900,273700,1092,1965,SPLIT/RSD RANCH,2432,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLYWD PANL,CLAPBOARD,1539,5,2,1,0,FAIR,AVERAGE,FORCED H/W,OIL,,79,A,R5,1,181100,0,91700,900,273700,148000,2001-08-23 00:00:00,02573/0567,148000,2001-08-23 00:00:00,2573/0567,148000,2000-11-02 00:00:00,02497/0050
    102,   ,     26,   ,       ,   ,,       ,   ,JOHNSON,18 JOHNSON AVE,"BANCROFT, CASEY A &","TIN, SOVANNA",20 JOHNSON AVE,,WEST LEBANON,NH,03784,4141/0223,263000,2015-07-01 00:00:00,Q,"SWANSON, RONALD & LINDA",1040,R3,0.38,268000,700,93400,1000,363100,2444,1900,MULTI-CONV,2433,C,AVERAGE,GABLE,ASPHALT SH,HARDWOOD,PLASTER,VINYL,2856,10,6,2,0,AVERAGE,VERY GOOD,FORCED H/W,OIL,,71,AG,R5,2,268000,700,93500,1000,363200,0,1973-04-18 00:00:00,1192/0480,0,1900-01-01 00:00:00,0/0,0,,
    102,   ,     27,   ,       ,   ,,       ,   ,TENLEY,13 TENLEY DR,"SHEPARD, GARY R TTEE",SHEPARD FAMILY TRUST,13 TENLEY DR,,WEST LEBANON,NH,03784,0/0,0,2008-07-28 00:00:00,Q,"SHEPARD, GARY R TTEE",1010,R3,0.39,235400,0,94000,600,330000,1470,1969,RANCH,2434,C,AVERAGE,GABLE,STD SEAM,CARPET,DRYWALL,VINYL,1904,6,3,1,0,AVERAGE,AVERAGE,FORCED H/W,GAS,,82,AG,R5,1,235400,0,94000,600,330000,0,2004-06-11 00:00:00,3025/0247,0,2000-07-05 00:00:00,02471/0124,0,2000-07-05 00:00:00,2471/0124
    102,   ,     28,   ,       ,   ,,       ,   ,TENLEY,15 TENLEY DR,"MILES, JANICE M TRUSTEE","MILES, JANICE M REV TRST",15 TENLEY DR,,WEST LEBANON,NH,03784,3854/0029,0,2012-01-26 00:00:00,Q,"MILES, JANICE M",1010,R3,0.74,223200,0,112100,400,335700,1056,1972,SPLIT/RSD RANCH,2435,C,AVERAGE,GABLE,ASPHALT SH,CARPET,PLYWD PANL,VINYL,1603,7,3,1,1,AVERAGE,AVERAGE,FORCED H/W,OIL,,86,AG,R5,1,222100,0,112300,400,334800,0,1998-11-21 00:00:00,0/0,0,1989-04-20 00:00:00,01800/0277,130000,1989-04-20 00:00:00,1800/0277
    102,   ,     29,   ,       ,   ,,       ,   ,TENLEY,16 TENLEY DR,"STOKES, DONALD C & TRACY L",,16 TENLEY DR,,WEST LEBANON,NH,03784,1931/0834,119900,1991-10-04 00:00:00,Q,"TETIRICK, CARL E ",1010,R3,0.43,204400,0,91200,500,296100,1072,1970,SPLIT/RSD RANCH,2436,C,AVERAGE,GABLE,STD SEAM,CARPET,DRYWALL,VINYL,1684,7,3,1,1,AVERAGE,AVERAGE,ELECTRC BB,ELECTRIC,,79,A,R5,1,204400,0,91300,500,296200,0,1901-01-01 00:00:00,0/0,0,,,,,
